MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No),REMARKS
,,,,,,25,Safety,Eye Protection,Safety Glasses,1515825,SAFE-33301,Safety Glasses Clear Anti-Fog Lens ANSI Z87.1,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,,,,SAFE-33301,,Safety & Eye Protection & Safety Glasses,"Safety Glasses, SAFE-33301",SAFETY GLASSES CLEAR ANTI-FOG,Clear Anti-Fog Safety Glasses ANSI Z87.1,"Safety glasses eye protection product featuring clear lens tint, anti-fog lens feature, and ANSI Z87.1 standard compliance.",Clear anti-fog safety glasses meeting ANSI Z87.1 standards.,,,,,,,,,,,,,,,,,,,,,,,,,,,Safety Glasses,Product Type,Safety Glasses,,Lens Tint,Clear,,Feature,Anti-Fog Lens,,Standard,ANSI Z87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,26,Safety,Hand Protection,Disposable Gloves,1515826,SAFE-33302,Nitrile Disposable Gloves Powder Free Large 100ct,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,MSC Industrial Supply,,,,SAFE-33302,,Safety & Hand Protection & Disposable Gloves,"Disposable Gloves, SAFE-33302Large",NITRILE DISPOSABLE GLOVES LARGE 100CT,Large Nitrile Powder Free Disposable Gloves 100ct,"Disposable gloves hand protection featuring nitrile material, powder free feature, large size, and a packaging quantity of 100.",Powder-free large nitrile disposable gloves in a 100-count package.,,,,,,,,,,,,,,,,,,,,,,,,,,,Disposable Gloves,Material,Nitrile,,Type,Disposable Gloves,,Feature,Powder Free,,Size,Large,,Packaging Quantity,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,27,HVAC,Thermostats,Programmable Thermostats,1515827,HVAC-22201,Programmable Thermostat 7-Day Digital Display,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,HVAC-22201,,HVAC & Thermostats & Programmable Thermostats,"Programmable Thermostats, HVAC-22201",PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,7-Day Programmable Digital Display Thermostat,Programmable thermostat HVAC device featuring 7-day programming and digital display type.,Digital 7-day programmable HVAC thermostat.,,,,,,,,,,,,,,,,,,,,,,,,,,,Programmable Thermostats,Type,Programmable Thermostat,,Programming,7-Day,,Display Type,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,28,HVAC,Air Filtration,Furnace Filters,1515828,HVAC-22202,Furnace Filter 16x25x1 MERV 11 Pleated,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,,,,HVAC-22202,,HVAC & Air Filtration & Furnace Filters,"Furnace Filters, HVAC-2220216",FURNACE FILTER 16X25X1 MERV 11,16x25x1 Pleated Furnace Filter MERV 11,"Pleated furnace filter HVAC product featuring 16 in width, 25 in length, 1 in thickness, and a MERV 11 rating.",Pleated 16x25x1 furnace filter with a MERV 11 rating.,,,,,,,,,,,,,,,,,,,,,,,,,,,Furnace Filters,Size,16,,Product Type,Furnace Filter,,Width,16,in,Length,25,in,Thickness,1,in,MERV Rating,11,,Construction,Pleated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,29,Plumbing,Fittings & Valves,Ball Valves,1515829,PLUMB-11101,PVC Ball Valve 1 Inch Threaded,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),,,,PLUMB-11101,,Plumbing & Fittings & Valves & Ball Valves,"Ball Valves, PLUMB-111011",PVC BALL VALVE 1 INCH THREADED,1 Inch Threaded PVC Ball Valve,"PVC ball valve plumbing fitting featuring 1 in size, threaded connection type, and PVC material construction.",1-inch threaded PVC ball valve fitting.,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball Valves,Material,PVC,,Valve Type,Ball Valve,,Size,1,in,Connection Type,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,30,Plumbing,Supply Lines,Faucet Supply Lines,1515830,PLUMB-11102,Braided Stainless Steel Supply Line 20 Inch,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,MSC Industrial Supply,,,,PLUMB-11102,,Plumbing & Supply Lines & Faucet Supply Lines,"Faucet Supply Lines, PLUMB-11102",BRAIDED STAINLESS SUPPLY LINE 20 INCH,20 Inch Braided Stainless Steel Faucet Supply Line,"Faucet supply line plumbing product featuring braided stainless steel material, stainless steel color, and a length of 20 in.",20-inch braided stainless steel faucet supply line.,,,,,,,,,,,,,,,,,,,,,,,,,,,Faucet Supply Lines,Material,Braided Stainless Steel,,Color,Stainless Steel,,Product Type,Faucet Supply Line,,Length,20,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,31,Fasteners,Screws,Cap Screws,1515831,FAST-99901,Hex Head Cap Screw 1/4-20 x 1 Inch Zinc 100pc,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,,,,FAST-99901,,Fasteners & Screws & Cap Screws,"Cap Screws, FAST-99901",HEX CAP SCREW 1/4-20 X 1 ZINC 100PC,1/4-20 x 1 In Zinc Hex Head Cap Screw 100pc,"Hex head cap screw fastener featuring 1/4-20 thread size, 1 in length, zinc material, and a packaging quantity of 100.",Zinc hex head cap screws measuring 1/4-20 by 1 inch in a 100-pack.,,,,,,,,,,,,,,,,,,,,,,,,,,,Cap Screws,Quantity,100,,Head Type,Hex Head,,Fastener Type,Cap Screw,,Thread Size,1/4-20,,Length,1,in,Material,Zinc,,Packaging Quantity,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,32,Fasteners,Screws,Sheet Metal Screws,1515832,FAST-99902,Self Tapping Sheet Metal Screw #8 x 1/2 In 200pc,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,,,,FAST-99902,,Fasteners & Screws & Sheet Metal Screws,"Sheet Metal Screws, FAST-99902#8",SHEET METAL SCREW #8 X 1/2 200PC,#8 x 1/2 In Self Tapping Sheet Metal Screw 200pc,"Self-tapping sheet metal screw fastener featuring #8 size, 1/2 in length, self-tapping drive type, and a packaging quantity of 200.",Self-tapping #8 by 1/2-inch sheet metal screws in a 200-count box.,,,,,,,,,,,,,,,,,,,,,,,,,,,Sheet Metal Screws,Quantity,200,,Drive Type,Self Tapping,,Screw Type,Sheet Metal Screw,,Size,#8,,Length,1/2,in,Packaging Quantity,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,33,Adhesives,Construction Adhesives,Heavy Duty Adhesives,1515833,ADH-66601,Construction Adhesive Liquid Nails 10oz Tube,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,,,,ADH-66601,,Adhesives & Construction Adhesives & Heavy Duty Adhesives,"Heavy Duty Adhesives, ADH-6660110",LIQUID NAILS CONSTRUCTION ADHESIVE 10OZ,Liquid Nails Construction Adhesive 10 oz Tube,"Construction adhesive product featuring Liquid Nails brand, 10 oz volume, and tube container type.",Liquid Nails construction adhesive in a 10 oz tube.,,,,,,,,,,,,,,,,,,,,,,,,,,,Heavy Duty Adhesives,Size,10,,Product Type,Construction Adhesive,,Brand,Liquid Nails,,Volume,10,oz,Container Type,Tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,34,Adhesives,Sealants,Silicone Sealants,1515834,ADH-66602,Silicone Sealant Clear 10.1oz Cartridge,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Grainger Industrial Supply,,,,ADH-66602,,Adhesives & Sealants & Silicone Sealants,"Silicone Sealants, ADH-6660210.1",SILICONE SEALANT CLEAR 10.1OZ,Clear Silicone Sealant 10.1 oz Cartridge,"Silicone sealant adhesive product featuring clear color, 10.1 oz volume, and cartridge container type.",Clear silicone sealant in a 10.1 oz cartridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicone Sealants,Size,10.1,,Product Type,Silicone Sealant,,Color,Clear,,Volume,10.1,oz,Container Type,Cartridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,35,Lighting,Shop Lights,LED Shop Lights,1515835,LGHT-44401,4ft LED Shop Light Fixture 4000K 40W,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),,,,LGHT-44401,,Lighting & Shop Lights & LED Shop Lights,"LED Shop Lights, LGHT-44401",4FT LED SHOP LIGHT FIXTURE 40W 4000K,4ft LED Shop Light Fixture 40W 4000K,"LED shop light fixture featuring 4 ft length, 40 W wattage, and 4000 K color temperature.",4-foot LED shop light fixture rated at 40W and 4000K.,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Shop Lights,Length,4,ft,Wattage,40,W,Color Temperature,4000,K,Beam Distance,4,,Fixture Type,LED Shop Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,36,Lighting,Outdoor Lighting,Wall Lights,1515836,LGHT-44402,Motion Sensor Outdoor Wall Light Bronze Finish,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Freud Inc (2435),,,,LGHT-44402,,Lighting & Outdoor Lighting & Wall Lights,Outdoor Motion Sensor Wall Light with Oil Rubbed Bronze Finish,MOTION SENSOR OUTDOOR WALL LIGHT BRONZE,Motion Sensor Outdoor Wall Light Bronze Finish,"Outdoor wall light fixture featuring metal alloy material, oil rubbed bronze color, motion sensor feature, and bronze finish.",Bronze outdoor motion sensor wall light fixture.,,,,,,,,,,,,,,,,,,,,,,,,,,,Wall Lights,Material,Metal Alloy,,Color,Oil Rubbed Bronze,,Feature,Motion Sensor,,Application,Outdoor,,Fixture Type,Wall Light,,Finish,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,37,Abrasives,Sanding Sponges,Hand Sanding Sponges,1515837,ABR-33305,Sanding Sponge Medium Grit 3pc Pack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),,,,ABR-33305,,Abrasives & Sanding Sponges & Hand Sanding Sponges,"Hand Sanding Sponges, ABR-33305",SANDING SPONGE MEDIUM GRIT 3PC,Medium Grit Hand Sanding Sponge 3pc Pack,Hand sanding sponge abrasive product featuring medium grit and a packaging quantity of 3.,Medium grit hand sanding sponges in a 3-piece pack.,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Sanding Sponges,Quantity,3,,Product Type,Sanding Sponge,,Grit,Medium,,Packaging Quantity,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,38,Abrasives,Wire Brushes,Wheel Brushes,1515838,ABR-33306,Wire Wheel Brush 4 Inch for Bench Grinder,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Jam Industrial Supply LLC (JAMIN),,,,ABR-33306,,Abrasives & Wire Brushes & Wheel Brushes,"Wheel Brushes, ABR-33306",WIRE WHEEL BRUSH 4 INCH BENCH GRINDER,4 Inch Wire Wheel Brush for Bench Grinder,Wire wheel brush abrasive product featuring 4 in diameter and compatibility with bench grinders.,4-inch wire wheel brush designed for bench grinders.,,,,,,,,,,,,,,,,,,,,,,,,,,,Wheel Brushes,Brush Type,Wire Wheel Brush,,Diameter,4,in,Compatible Tool,Bench Grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,39,Tools,Measuring & Layout,Tape Measures,1515839,HTOOL-88233,Tape Measure 25ft Steel Blade Magnetic Tip,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Appliance Dealers Cooperative (APPDE),,,,HTOOL-88233,,Tools & Measuring & Layout & Tape Measures,"Tape Measures, HTOOL-88233",TAPE MEASURE 25FT MAGNETIC TIP,25ft Steel Blade Tape Measure Magnetic Tip,"Tape measure hand tool featuring 25 ft length, steel material, steel blade material, and magnetic tip feature.",25-foot steel blade tape measure with a magnetic tip.,,,,,,,,,,,,,,,,,,,,,,,,,,,Tape Measures,Length,25,ft,Beam Distance,25,,Material,Steel,,Tool Type,Tape Measure,,Blade Material,Steel,,Feature,Magnetic Tip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
,,,,,,40,Tools,Power Tools,Reciprocating Saws,1515840,PTOOL-77403,Reciprocating Saw Corded 12 Amp with Blade,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fastenal Company,,,,PTOOL-77403,,Tools & Power Tools & Reciprocating Saws,Corded 12 Amp Reciprocating Saw includes a blade for cutting.,12A CORDED RECIPROCATING SAW W/ BLADE,Corded 12 Amp Reciprocating Saw with Blade,"Corded power source, 12 Amp amperage, reciprocating saw tool type, includes blade.",A 12 Amp corded reciprocating saw that includes a blade.,,,,,,,,,,,,,,,,,,,,,,,,,,,Reciprocating Saws,Amperage,12,A,Tool Type,Reciprocating Saw,,Power Source,Corded,,Included Components,Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL
